year,sys,fis,per,class,ad,co,ba,no,pv,in,ve,cc,cp,cm
2022,7,1,14,Empresa,0,7900,0,8120,0,4520,6450,4520,4520,6450
2022,7,1,14,Empresa,0,0,7900,8120,0,4520,6450,4520,4520,6450
2022,7,1,14,Empresa,0,7900,0,8120,0,4520,6450,4520,4520,6450
2022,7,1,14,Empresa,0,0,0,8120,7900,4520,6450,4520,4520,6450
2022,4,1,22,Contador,0,6130,0,0,0,2850,24500,9000,0,0
2022,7,1,14,Empresa,0,0,7900,8120,0,4520,6450,4520,4520,6450
2020,7,1,14,Empresa,0,7900,0,8120,0,4520,6450,4520,4520,6450
2021,6,1,14,Empresa,0,6130,0,0,16340,4520,0,4520,4520,6450
2022,7,1,14,Empresa,0,0,0,8120,7900,4520,6450,4520,4520,6450
2022,7,1,14,Empresa,0,7900,0,8120,0,4520,6450,4520,4520,6450
2022,7,1,14,Empresa,0,7900,0,8120,0,4520,6450,4520,4520,6450
2022,7,1,14,Empresa,0,7900,0,8120,0,4520,6450,4520,4520,6450
2022,7,1,14,Empresa,0,7900,0,8120,0,4520,6450,4520,4520,6450
2022,7,1,14,Empresa,0,7900,0,8120,0,4520,6450,4520,4520,6450
2020,7,1,14,Empresa,0,7900,0,8120,0,4520,6450,4520,4520,6450
2022,7,1,14,Empresa,0,7900,0,8120,0,4520,6450,4520,4520,6450
2022,7,1,14,Empresa,0,7900,0,8120,0,4520,6450,4520,4520,6450
2022,7,1,14,Empresa,0,7900,0,8120,0,4520,6450,4520,4520,6450
2022,7,1,14,Empresa,0,7900,0,8120,0,4520,6450,4520,4520,6450
2021,7,1,14,Empresa,0,7900,0,8120,0,4520,6450,4520,4520,6450
2022,7,1,14,Empresa,0,7900,0,8120,0,4520,6450,4520,4520,6450
2022,7,1,14,Empresa,0,0,0,8120,7900,4520,6450,4520,4520,6450
2022,9,4,12,Empresa,0,7900,0,0,21460,13070,0,0,0,0
2022,5,2,20,AS,18000,0,0,0,4520,9040,10860,0,0,0
2022,8,4,12,Empresa,0,0,0,0,31020,2850,0,8550,0,0
2020,8,3,10,Empresa,0,6130,0,12680,7900,2850,6450,2850,0,3550
2022,8,1,12,Empresa,0,7900,6130,8120,0,2850,3550,2850,4520,6450
2021,6,1,15,Empresa,0,7900,0,8120,0,0,10860,4520,4520,6450
2022,6,1,15,Empresa,0,7900,0,8120,0,4520,10860,4520,0,6450
2022,6,1,15,Empresa,0,7900,0,8120,0,0,10860,4520,4520,6450
2022,7,2,13,Empresa,0,6130,0,14460,0,0,14410,7370,0,0
2021,8,1,12,Empresa,0,7900,6130,8120,0,4520,6450,2850,2850,3550
2022,6,1,15,Empresa,0,7900,0,8120,0,4520,10860,4520,0,6450
2022,6,1,15,Empresa,0,7900,0,8120,0,4520,10860,4520,0,6450
2022,6,1,15,Empresa,0,7900,0,8120,0,4520,10860,4520,0,6450
2022,6,1,15,Empresa,0,7900,0,8120,0,4520,10860,4520,0,6450
2022,5,1,16,Empresa,0,13440,13440,0,0,4520,0,0,4520,6450
2022,6,1,15,Empresa,0,7900,0,8120,0,4520,10860,4520,0,6450
2022,8,1,12,Empresa,0,7900,7900,6340,0,2850,3550,2850,4520,6450
2022,6,3,13,Empresa,0,0,0,0,32100,10220,0,0,0,0
2022,7,2,11,Empresa,0,14030,0,14460,0,4520,6450,2850,0,0
2021,5,1,17,Empresa,0,0,0,0,16340,9000,0,4520,4520,7920
2020,4,1,20,NA,0,0,13440,0,0,9000,0,0,9000,10860
2022,4,1,20,Contador,0,13440,0,0,0,9000,0,0,9000,10860
2022,12,5,12,Empresa,0,0,0,0,18080,11400,3550,2850,2850,3550
2022,8,1,12,Empresa,0,6130,6130,8120,0,4520,6450,4520,2850,3550
2022,7,1,14,Empresa,0,7900,7900,0,0,4520,6450,4520,4520,6450
2022,7,1,14,Empresa,0,7900,7900,0,0,4520,6450,4520,4520,6450
2022,7,1,14,Empresa,0,7900,7900,0,0,4520,6450,4520,4520,6450
2020,7,1,14,Empresa,0,7900,0,0,7900,4520,6450,4520,4520,6450
2022,7,1,14,Empresa,0,7900,7900,0,0,4520,6450,4520,4520,6450
2022,7,1,14,Empresa,0,7900,0,0,7900,4520,6450,4520,4520,6450
2022,7,1,14,Empresa,0,7900,7900,0,0,4520,6450,4520,4520,6450
2022,7,1,14,Empresa,0,7900,7900,0,0,4520,6450,4520,4520,6450
2022,7,2,14,Empresa,0,7900,0,0,7900,4520,6450,4520,4520,6450
2021,7,1,14,Empresa,0,7900,0,0,7900,4520,6450,4520,4520,6450
2022,7,1,14,Empresa,0,0,7900,0,7900,4520,6450,4520,4520,6450
2022,7,1,14,Empresa,0,7900,7900,0,0,4520,6450,4520,4520,6450
2022,7,1,14,Empresa,0,7900,7900,0,0,4520,6450,4520,4520,6450
2022,7,1,13,Empresa,0,7900,7900,8120,0,4520,6450,2850,4520,0
2022,7,1,14,Empresa,0,7900,7900,0,0,4520,6450,4520,4520,6450
2022,7,1,14,Empresa,0,7900,7900,0,0,4520,6450,4520,4520,6450
2022,7,1,14,Empresa,0,0,7900,0,7900,4520,6450,4520,4520,6450
2022,7,1,14,Empresa,0,7900,7900,0,0,4520,6450,4520,4520,6450
2022,7,1,14,Empresa,0,7900,7900,0,0,4520,6450,4520,4520,6450
2022,7,1,14,Empresa,0,7900,7900,0,0,4520,6450,4520,4520,6450
2022,7,1,14,Empresa,0,7900,7900,0,0,4520,6450,4520,4520,6450
2022,7,1,14,Empresa,0,7900,7900,0,0,4520,6450,4520,4520,6450
2022,7,1,14,Empresa,0,7900,7900,0,0,4520,6450,4520,4520,6450
2022,7,1,14,Empresa,0,7900,7900,0,0,4520,6450,4520,4520,6450
2022,7,1,14,Empresa,0,7900,7900,0,0,4520,6450,4520,4520,6450
2022,7,1,14,Empresa,0,7900,7900,0,0,4520,6450,4520,4520,6450
2022,7,1,14,Empresa,0,7900,7900,0,0,4520,6450,4520,4520,6450
2022,7,1,14,Empresa,0,7900,7900,0,0,4520,6450,4520,4520,6450
2022,7,1,14,Empresa,0,7900,7900,0,0,4520,6450,4520,4520,6450
2020,7,1,14,Empresa,0,7900,7900,0,0,4520,6450,4520,4520,6450
2022,7,1,14,Empresa,0,7900,7900,0,0,4520,6450,4520,4520,6450
2022,7,1,14,Empresa,0,7900,0,0,7900,4520,6450,4520,4520,6450
2022,7,1,14,Empresa,0,0,7900,0,7900,4520,6450,4520,4520,6450
2022,7,1,14,Empresa,0,7900,7900,0,0,4520,6450,4520,4520,6450
2022,7,1,14,Empresa,0,7900,7900,0,0,4520,6450,4520,4520,6450
2020,7,1,14,Empresa,0,7900,7900,0,0,4520,6450,4520,4520,6450
2021,7,1,14,Empresa,0,7900,7900,0,0,4520,6450,4520,4520,6450
2021,7,1,14,Empresa,0,0,7900,0,7900,4520,6450,4520,4520,6450
2022,7,1,14,Empresa,0,7900,7900,0,0,4520,6450,4520,4520,6450
2022,8,1,12,Empresa,0,7900,6130,6340,0,2850,6450,4520,4520,3550
2022,7,1,14,Empresa,0,7900,7900,0,0,4520,6450,4520,4520,6450
2022,7,1,14,Empresa,0,7900,7900,0,0,4520,6450,4520,4520,6450
2020,7,1,14,Empresa,0,7900,7900,0,0,4520,6450,4520,4520,6450
2022,7,1,14,Empresa,0,7900,7900,0,0,4520,6450,4520,4520,6450
2022,7,1,14,Empresa,0,7900,0,0,7900,4520,6450,4520,4520,6450
2022,7,1,14,Empresa,0,7900,7900,0,0,4520,6450,4520,4520,6450
2022,7,1,14,Empresa,0,7900,7900,0,0,4520,6450,4520,4520,6450
2022,7,1,14,Empresa,0,7900,7900,0,0,4520,6450,4520,4520,6450
2022,7,1,14,Empresa,0,7900,7900,0,0,4520,6450,4520,4520,6450
2022,7,1,14,Empresa,0,7900,7900,0,0,4520,6450,4520,4520,6450
2022,7,1,14,Empresa,0,7900,7900,0,0,4520,6450,4520,4520,6450
2022,7,1,14,Empresa,0,7900,7900,0,0,4520,6450,4520,4520,6450
2022,6,1,15,Empresa,0,0,0,0,16340,2850,10860,2850,2850,6450
2022,7,3,11,Empresa,0,14030,0,12680,0,4520,6450,4520,0,0
2022,6,3,13,Empresa,0,7900,13440,6340,0,0,10000,4520,0,0
2022,6,3,12,Empresa,0,7900,7900,12680,0,0,10860,2850,0,0
2022,5,1,17,Empresa,0,0,0,0,16340,5970,0,5970,5970,7920
2022,5,1,17,Empresa,0,0,0,0,16340,5970,0,5970,5970,7920
2022,7,1,14,Empresa,0,7900,0,6340,0,4520,7920,4520,4520,6450
2022,5,1,17,Empresa,0,0,0,0,16340,5970,0,5970,5970,7920
2020,8,1,13,Empresa,0,6130,7900,6340,0,9000,3550,2850,2850,3550
2022,8,1,12,Empresa,0,6130,6130,6340,0,4520,6450,4520,4520,3550
2022,5,1,13,Empresa,0,0,0,0,16340,4520,6450,0,0,6450
2022,7,1,13,Empresa,0,7900,0,6340,7900,4520,0,4520,4520,6450
2021,7,1,13,Empresa,0,7900,7900,6340,0,4520,6450,4520,4520,0
2022,6,1,15,Empresa,0,7900,7900,0,0,0,10860,4520,4520,6450
2022,7,1,13,Empresa,0,7900,0,6340,7900,4520,0,4520,4520,6450
2022,8,2,12,Empresa,0,0,0,6340,20860,5700,0,2850,2850,3550
2022,6,1,15,Empresa,0,7900,0,0,7900,0,10860,4520,4520,6450
2022,6,1,14,Empresa,0,7900,7900,6340,0,9000,6450,4520,0,0
2022,7,1,12,Empresa,0,6130,6130,0,7900,0,6450,4520,4520,6450
2022,9,2,14,AS,4500,0,0,13870,4520,2850,7100,5700,0,3550
2022,7,1,13,Empresa,0,7900,7900,0,7900,4520,0,2850,4520,6450
2022,6,2,14,Empresa,0,7900,7900,6340,0,0,10860,4520,4520,0
2022,12,3,12,Empresa,0,0,0,0,13560,8550,3550,2850,2850,10650
2022,7,1,15,Empresa,0,6130,0,8120,0,2850,10860,5970,4520,3550
2020,6,1,16,Empresa,0,0,0,0,0,4520,7920,9000,0,6450
2022,9,2,14,Empresa,0,0,0,0,12420,5700,7920,5970,2850,7100
2022,7,1,14,Empresa,0,6130,7900,0,0,4520,7920,4520,4520,6450
2022,7,2,12,Empresa,0,15800,6130,8120,0,0,0,2850,9040,0
2022,5,1,14,Empresa,0,13440,7900,8120,0,0,7920,4520,0,0
2020,3,3,12,NA,0,0,0,0,41840,0,0,0,0,0
2022,6,1,12,Empresa,0,7900,0,8120,0,4520,6450,0,0,6450
2022,3,1,14,Cajero,0,0,0,0,32800,4520,0,4520,0,0
2022,3,1,14,Cajero,0,0,0,0,32800,4520,0,4520,0,0
2022,3,1,14,Cajero,0,0,0,0,32800,4520,0,4520,0,0
2021,6,2,19,Empresa,0,0,0,0,0,5970,14410,9000,4520,7920
2022,9,1,12,AS,4500,7900,0,6340,4520,2850,6450,2850,2850,3550
2022,2,1,20,Cajero,0,0,0,0,32800,9000,0,0,0,0
2022,2,1,15,Cajero,0,0,0,0,32800,9000,0,0,0,0
2022,2,1,20,Cajero,0,0,0,0,32800,9000,0,0,0,0
2022,2,1,15,Cajero,0,0,0,0,32800,9000,0,0,0,0
2022,7,1,14,Empresa,0,7900,0,6340,0,2850,10860,4520,2850,6450
2022,8,2,14,Empresa,0,0,0,0,12420,7370,6450,4520,4520,6450
2022,6,2,18,Empresa,0,0,0,0,0,4520,21720,4520,4520,6450
2022,8,1,11,Empresa,0,6130,6130,6340,0,4520,6450,2850,2850,6450
2022,6,2,14,Empresa,0,13440,0,6340,0,4520,6450,4520,0,6450
2022,6,2,17,Empresa,0,0,0,6340,0,9000,10860,4520,4520,6450
2022,6,1,14,Empresa,0,6130,0,0,10700,5970,6450,4520,0,7920
2022,6,1,17,Empresa,0,0,7900,0,0,5970,10860,4520,4520,7920
2022,7,1,14,Empresa,0,6130,6130,0,0,4520,7920,4520,4520,7920
2022,10,7,11,Empresa,0,0,0,0,25980,5700,0,2850,0,7100
2022,9,2,13,Empresa,0,0,0,0,18600,7370,0,2850,5700,7100
2022,6,1,17,Empresa,0,0,0,6340,0,4520,10860,4520,4520,10860
2022,7,1,15,Empresa,0,6130,0,6340,0,2850,10860,9000,2850,3550
2022,8,1,12,Empresa,0,6130,6130,0,4520,4520,6450,4520,2850,6450
2022,8,1,12,Empresa,0,6130,6130,6340,0,2850,10860,2850,2850,3550
2022,8,1,12,Empresa,0,6130,6130,6340,0,2850,10860,2850,2850,3550
2022,8,1,12,Empresa,0,6130,6130,6340,0,2850,10860,2850,2850,3550
2022,5,2,12,Empresa,0,7900,0,6340,16340,0,6450,4520,0,0
2021,5,1,16,Empresa,0,13440,0,8120,0,0,6450,4520,9000,0
2022,4,2,11,NA,0,0,0,14460,27040,0,0,0,0,0
2022,3,1,14,Contador,0,26900,0,8120,0,0,6450,0,0,0
2022,8,2,13,Empresa,0,0,0,0,18600,5700,7920,5700,0,3550
2022,4,1,17,NA,0,0,0,0,0,4520,7920,0,4520,24500
2021,5,1,16,Empresa,0,13440,0,8120,0,0,10860,4520,4520,0
2022,4,1,14,Contador,0,13440,13440,8120,0,0,6450,0,0,0
2022,5,1,17,Empresa,0,0,0,0,10700,5970,10860,5970,0,7920
2020,5,1,13,Empresa,0,7900,0,8120,16340,4520,0,4520,0,0
2022,5,2,11,Empresa,0,7900,7900,6340,16340,0,0,2850,0,0
2021,9,3,9,Empresa,0,12260,0,12680,0,0,10650,5700,0,0
2022,6,1,13,Empresa,0,9750,7900,8120,0,0,6450,4520,4520,0
2022,6,1,13,Empresa,0,9750,7900,8120,0,0,6450,4520,4520,0
2022,5,1,13,Empresa,0,9750,0,6340,16340,5970,0,2850,0,0
2022,5,1,16,Empresa,0,13440,7900,0,0,0,0,4520,4520,10860
2022,7,1,12,Empresa,0,0,0,6340,16340,2850,6450,2850,2850,3550
2021,10,3,12,Empresa,0,0,0,0,16940,8550,3550,2850,2850,6450
2022,8,2,14,Empresa,0,0,0,0,18600,8820,0,7370,2850,3550
2022,2,1,15,Contador,0,13440,0,27750,0,0,0,0,0,0
2021,7,1,14,Empresa,0,0,0,0,0,4520,6450,4520,4520,6450
2021,5,1,14,Empresa,0,9750,7900,8120,0,0,10860,4520,0,0
2022,6,1,14,Empresa,0,0,0,0,16340,4520,6450,4520,2850,6450
2022,6,1,14,Empresa,0,0,0,0,16340,4520,6450,4520,2850,6450
2022,5,1,15,Empresa,0,13440,0,13870,0,0,6450,4520,2850,0
2022,6,1,15,Empresa,0,0,0,0,16340,9000,6450,2850,2850,3550
2022,5,1,15,Empresa,0,0,0,0,16340,4520,10860,2850,0,6450
2022,5,2,15,Empresa,0,0,0,0,16340,4520,17310,2850,0,0
2022,5,1,15,Empresa,0,0,0,0,16340,4520,10860,2850,0,6450
2022,6,3,15,Empresa,0,0,0,8120,0,4520,17310,4520,0,6450
2022,2,1,12,NA,0,0,0,8120,32800,0,0,0,0,0
2022,6,1,13,Empresa,0,7900,7900,8120,0,0,7920,4520,4520,0
2022,6,1,13,Empresa,0,7900,7900,8120,0,0,7920,4520,4520,0
2022,6,1,13,Empresa,0,7900,7900,8120,0,4520,7920,4520,0,0
2022,3,1,13,Cajero,0,0,0,0,32800,4520,0,0,0,3550
2022,5,1,16,Empresa,0,0,0,0,16340,9000,0,4520,4520,6450
2022,5,1,16,Empresa,0,0,0,0,16340,9000,0,4520,4520,6450
2020,5,1,16,Empresa,0,0,0,0,16340,4520,0,9000,4520,6450
2022,5,1,16,Empresa,0,0,0,0,16340,9000,0,4520,4520,6450
2022,7,1,13,Empresa,0,7900,0,8120,0,2850,6450,4520,4520,6450
2021,6,1,13,Empresa,0,6130,0,0,16340,4520,0,2850,4520,6450
2022,8,2,12,Empresa,0,0,0,0,15800,5700,10000,2850,0,6450
2020,2,1,15,Contador,0,26900,0,13870,0,0,0,0,0,0
2021,2,1,15,Contador,0,26900,0,13870,0,0,0,0,0,0
2022,2,1,15,Contador,0,26900,0,13870,0,0,0,0,0,0
2022,2,2,20,Contador,0,26900,0,13870,0,0,0,0,0,0
2022,2,1,15,Contador,0,26900,0,13870,0,0,0,0,0,0
2020,2,1,15,Contador,0,26900,0,13870,0,0,0,0,0,0
2022,2,1,25,Contador,0,26900,0,13870,0,0,0,0,0,0
2022,5,1,16,Empresa,0,0,0,0,16340,4520,0,4520,4520,10860
2022,9,4,12,Empresa,0,6130,0,6340,0,7370,13550,7370,0,0
2022,5,1,16,Empresa,0,0,0,0,16340,4520,0,4520,4520,10860
2021,3,1,15,Contador,0,13440,13440,13870,0,0,0,0,0,0
2022,3,2,15,Contador,0,26880,0,13870,0,0,0,0,0,0
2022,4,1,17,Cajero,0,0,0,0,16340,9000,0,4520,0,10860
2022,4,1,17,Cajero,0,0,0,0,16340,9000,10860,4520,0,0
2022,7,1,13,Empresa,0,6130,0,8120,0,4520,6450,4520,4520,6450
2022,7,1,13,Empresa,0,0,7900,6340,0,4520,6450,4520,4520,6450
2022,8,1,11,Empresa,0,7900,6130,8120,0,2850,6450,2850,2850,3550
2022,7,2,13,Empresa,0,0,7900,6340,0,4520,6450,4520,4520,6450
2022,7,1,13,Empresa,0,7900,0,6340,0,4520,6450,4520,4520,6450
2021,6,3,15,Empresa,0,0,0,0,7900,4520,17310,4520,0,6450
2021,7,2,13,Empresa,0,7900,0,6340,0,4520,6450,4520,4520,6450
2022,8,1,11,Empresa,0,7900,7900,6340,0,2850,6450,2850,2850,3550
2022,8,1,11,Empresa,0,7900,7900,6340,0,2850,6450,2850,2850,3550
2022,7,1,12,Empresa,0,0,6130,0,0,2850,6450,2850,2850,3550
2022,7,1,14,Empresa,0,0,0,0,7900,4520,6450,4520,4520,6450
2022,7,1,14,Empresa,0,0,7900,0,0,4520,6450,4520,4520,6450
2022,7,1,14,Empresa,0,0,7900,0,0,4520,6450,4520,4520,6450
2022,6,1,14,Empresa,0,7900,9750,0,0,0,10860,2850,2850,6450
2022,7,1,14,Empresa,0,7900,0,0,0,4520,6450,4520,4520,6450
2022,7,1,14,Empresa,0,7900,0,0,0,4520,6450,4520,4520,6450
2022,7,1,14,Empresa,0,0,7900,0,0,4520,6450,4520,4520,6450
2022,8,2,12,Empresa,0,0,0,6340,12420,4520,10000,7370,0,0
2022,8,2,12,Empresa,0,0,0,6340,12420,4520,6450,4520,2850,3550
2022,6,3,13,Empresa,0,0,0,0,28760,11890,0,0,0,0
2021,5,1,13,Empresa,0,7900,7900,13870,0,0,6450,4520,0,0
2022,5,1,13,Empresa,0,7900,7900,13870,0,0,6450,4520,0,0
2022,5,1,13,Empresa,0,7900,7900,13870,0,0,6450,4520,0,0
2022,3,1,16,Contador,0,26900,0,0,0,0,10860,2850,0,0
2022,6,1,14,Empresa,0,13440,0,8120,0,0,3550,4520,4520,6450
2022,7,1,13,Empresa,0,7900,7900,0,0,4520,6450,2850,4520,6450
2022,8,1,11,Empresa,0,7900,6130,6340,0,4520,6450,2850,2850,3550
2022,8,1,11,Empresa,0,7900,6130,6340,0,4520,6450,2850,2850,3550
2022,3,3,12,NA,0,0,0,0,40580,0,0,0,0,0
2021,3,3,12,NA,0,0,0,0,40580,0,0,0,0,0
2022,8,2,16,Empresa,0,0,0,0,0,8820,11470,8820,0,11470
2022,8,2,14,Empresa,0,0,0,0,0,9040,12900,5700,0,12900
2022,7,2,11,Empresa,0,6130,6130,6340,0,4520,6450,4520,0,6450
2022,7,1,11,Empresa,0,6130,6130,6340,0,0,6450,4520,4520,6450
2022,8,2,13,Empresa,0,0,0,0,15800,7370,0,7370,0,10000
2022,5,1,18,Empresa,0,0,0,8120,0,9000,10860,9000,0,3550
2021,2,1,13,NA,0,0,0,0,0,0,0,0,0,0
2022,8,1,11,Empresa,0,6130,6130,6340,0,4520,6450,4520,2850,3550
2022,7,1,13,Empresa,0,7900,6130,0,0,4520,6450,4520,4520,6450
2022,7,1,13,Empresa,0,6130,7900,0,0,4520,6450,4520,4520,6450
2022,7,1,13,Empresa,0,0,6130,0,7900,4520,6450,4520,4520,6450
2022,7,1,13,Empresa,0,7900,6130,0,0,4520,6450,4520,4520,6450
2022,7,1,13,Empresa,0,6130,7900,0,0,4520,6450,4520,4520,6450
2022,7,2,13,Empresa,0,6130,7900,0,0,4520,6450,4520,4520,6450
2022,7,2,12,Empresa,0,7900,7900,6340,0,4520,6450,4520,2850,0
2022,6,1,14,Empresa,0,7900,7900,0,0,4520,10860,2850,0,6450
2022,8,2,12,Empresa,0,6130,0,6340,0,0,11470,7370,2850,0
2020,10,5,12,Empresa,0,0,0,0,18080,15920,0,0,0,6450
2022,6,1,16,Empresa,0,0,0,8120,0,5970,10860,4520,4520,6450
2022,6,1,12,Empresa,0,6130,0,8120,10700,4520,0,4520,0,6450
2022,6,1,15,Empresa,0,7900,0,8120,0,4520,0,4520,4520,10860
2022,6,1,15,Empresa,0,7900,0,8120,0,4520,10860,4520,4520,0
2020,5,1,13,Empresa,0,7900,13440,8120,0,0,0,0,4520,6450
2020,5,1,13,Empresa,0,13440,7900,8120,0,0,6450,4520,0,0
2022,5,1,13,Empresa,0,13440,7900,8120,0,0,6450,4520,0,0
2022,5,1,13,Empresa,0,13440,7900,8120,0,0,6450,4520,0,0
2022,5,1,13,Empresa,0,13440,7900,8120,0,0,6450,4520,0,0
2022,5,1,13,Empresa,0,13440,7900,8120,0,0,6450,4520,0,0
2022,5,1,13,Empresa,0,13440,7900,8120,0,0,6450,4520,0,0
2022,5,1,16,Empresa,0,7900,0,8120,0,0,10860,9000,4520,0
2022,5,1,16,Empresa,0,7900,0,8120,0,0,10860,9000,4520,0
2022,5,2,16,Empresa,0,7900,0,8120,0,9000,10860,4520,0,0
2020,11,5,11,Empresa,0,0,0,0,22600,14250,0,0,0,3550
2022,4,1,17,Contador,0,13440,13440,0,0,0,0,4520,9000,0
2021,5,1,16,Empresa,0,7900,0,8120,0,4520,10860,9000,0,0
2022,5,1,16,Empresa,0,7900,0,8120,0,4520,10860,9000,0,0
2022,11,3,12,Empresa,0,0,0,0,9040,5700,13550,5700,2850,3550
2021,7,2,13,Empresa,0,0,0,0,20860,7370,0,2850,2850,6450
2022,6,1,13,Empresa,0,7900,0,6340,7900,4520,10860,2850,0,0
2020,2,1,15,Contador,0,26900,13440,0,0,0,0,0,0,0
2021,12,2,12,Empresa,0,0,0,0,9040,5700,7100,5700,5700,7100
2021,2,1,15,Contador,0,26900,13440,0,0,0,0,0,0,0
2020,7,1,14,Empresa,0,0,6130,0,7900,4520,10860,4520,2850,3550
2022,7,1,14,Empresa,0,6130,7900,0,0,2850,10860,4520,4520,3550
2022,7,2,14,AS,4500,0,0,0,15800,4520,0,4520,4520,6450
2022,9,1,11,AS,4500,6130,6130,0,7900,2850,3550,2850,2850,3550
2022,8,1,11,Empresa,0,6130,6130,6340,0,2850,7920,4520,2850,3550
2022,8,1,11,Empresa,0,6130,6130,6340,0,2850,7920,4520,2850,3550
2021,7,1,13,Empresa,0,6130,0,8120,0,5970,7920,2850,2850,6450
2022,4,1,11,Contador,0,7900,7900,8120,16340,0,0,0,0,0
2022,6,1,16,Empresa,0,0,7900,0,0,4520,10860,4520,4520,7920
2022,6,1,16,Empresa,0,0,0,0,7900,4520,10860,4520,4520,7920
2022,6,1,15,Empresa,0,0,7900,0,7900,4520,0,4520,4520,10860
2022,6,1,15,Empresa,0,7900,7900,0,0,4520,10860,4520,4520,0
2022,6,1,15,Empresa,0,7900,7900,0,0,4520,10860,4520,4520,0
2022,5,2,16,Empresa,0,0,0,13870,0,4520,10860,4520,0,6450
2021,5,1,13,Empresa,0,13440,7900,0,7900,4520,0,0,0,6450
2022,5,1,16,Empresa,0,7900,7900,0,0,9000,10860,4520,0,0
2022,5,1,16,Empresa,0,7900,7900,0,0,9000,0,0,4520,10860
2022,3,1,13,Cajero,0,0,0,0,32800,4520,0,2850,0,0
2022,7,1,12,Empresa,0,6130,6130,0,7900,4520,0,4520,4520,6450
2021,7,2,13,Empresa,0,0,0,0,24240,5700,0,7370,2850,0
2022,7,1,12,Empresa,0,9750,7900,6340,0,0,3550,4520,4520,3550
2022,8,2,16,Empresa,0,0,0,0,0,7370,14410,7370,4520,6450
2022,7,1,14,AS,6300,0,0,0,10700,4520,6450,2850,2850,6450
2022,6,1,16,Empresa,0,0,0,0,0,4520,10860,5970,4520,6450
2022,5,2,12,Empresa,0,0,0,6340,16340,4520,6450,0,0,6450
2022,5,2,12,Empresa,0,0,0,6340,16340,4520,6450,0,0,6450
2022,5,1,12,Empresa,0,0,0,6340,16340,4520,6450,0,0,6450
2022,5,3,14,Empresa,0,0,0,6340,0,0,28050,5700,0,0
2021,8,1,11,Empresa,0,6130,6130,0,0,2850,7920,2850,2850,3550
2022,8,1,10,Empresa,0,6130,6130,6340,0,2850,6450,2850,2850,6450
2022,8,1,10,Empresa,0,6130,6130,6340,0,2850,6450,2850,2850,6450
2022,6,1,14,Empresa,0,9750,9750,0,0,0,7920,4520,4520,3550
2021,7,1,13,Empresa,0,0,6130,6340,0,4520,10860,2850,2850,6450
2020,10,2,12,Empresa,0,0,0,0,15800,5700,0,5700,5700,7100
2022,4,1,16,NA,0,0,0,0,0,4520,24500,4520,0,6450
2022,4,1,16,NA,0,0,0,0,0,0,24500,4520,4520,6450
2021,4,1,16,NA,0,0,0,0,0,4520,24500,4520,0,6450
2022,4,1,16,NA,0,0,0,0,0,4520,24500,4520,0,6450
2022,4,1,16,NA,0,0,0,0,0,0,24500,4520,4520,6450
2022,5,1,13,Empresa,0,0,0,8120,16340,4520,0,0,4520,6450
2022,5,1,13,Empresa,0,0,0,6340,16340,0,10860,2850,0,3550
2022,5,1,16,Empresa,0,0,0,0,0,4520,24500,4520,2850,3550
2022,6,1,14,Empresa,0,0,0,0,16340,4520,3550,4520,4520,6450
2022,6,1,14,Empresa,0,0,0,0,16340,4520,3550,4520,4520,6450
2022,6,1,14,Empresa,0,13440,0,8120,0,4520,6450,2850,4520,0
2022,6,1,14,Empresa,0,0,0,0,16340,4520,3550,4520,4520,6450
2022,6,1,14,Empresa,0,0,0,0,16340,4520,3550,4520,4520,6450
2022,4,2,15,NA,0,0,0,6340,0,4520,24500,4520,0,0
2022,5,1,19,Empresa,0,0,0,0,0,9000,10860,9000,4520,6450
2022,5,1,19,Empresa,0,0,0,0,0,9000,10860,9000,4520,6450
2022,6,1,11,Empresa,0,7900,0,6340,16340,2850,0,2850,0,3550
2022,6,1,13,Empresa,0,9750,0,8120,0,4520,6450,4520,0,6450
2022,6,1,13,Empresa,0,9750,0,8120,0,4520,6450,4520,0,6450
2022,8,2,12,Empresa,0,0,0,0,12420,7370,10000,0,0,10000
2022,7,1,13,Empresa,0,6130,6130,0,0,4520,10860,2850,2850,6450
2022,5,1,15,Empresa,0,13440,0,8120,0,2850,10860,4520,0,0
2021,4,2,12,Contador,0,19570,0,20210,0,0,0,0,0,0
2022,5,1,19,Empresa,0,0,0,0,0,9000,10860,4520,4520,10860
2022,5,1,19,Empresa,0,0,0,0,0,4520,10860,9000,4520,10860
2022,5,1,19,Empresa,0,0,0,0,0,9000,10860,4520,4520,10860
2022,5,1,19,Empresa,0,0,0,0,0,4520,10860,9000,4520,10860
2022,5,1,19,Empresa,0,0,0,0,0,4520,10860,9000,4520,10860
2022,5,1,13,Empresa,0,7900,0,0,16340,4520,0,4520,0,6450
2022,5,1,13,Empresa,0,7900,0,0,16340,4520,0,4520,0,6450
2022,5,1,13,Empresa,0,7900,0,0,16340,4520,6450,4520,0,0
2022,5,1,13,Empresa,0,0,7900,0,16340,4520,0,0,4520,6450
2020,5,2,13,Empresa,0,0,0,0,24240,9040,0,0,0,6450
2022,4,1,20,NA,0,0,0,0,0,9000,10860,9000,0,10860
2022,4,1,20,NA,0,0,0,0,0,9000,10860,9000,0,10860
2022,4,1,20,NA,0,0,0,0,0,9000,10860,9000,0,10860
