year,sys,fis,per,class,ad,co,ba,no,pv,in,ve,cc,cp,cm
2022,2,1,4,Contador,0,7900,0,8120,0,0,0,0,0,0
2020,2,1,4,Contador,0,7900,0,8120,0,0,0,0,0,0
2022,3,1,3,Contador,0,6130,0,6340,0,0,3550,0,0,0
2022,3,1,3,Contador,0,6130,0,6340,0,0,3550,0,0,0
2022,2,1,4,Contador,0,7900,0,8120,0,0,0,0,0,0
2022,3,1,3,Contador,0,6130,0,6340,0,0,3550,0,0,0
2020,2,1,4,Contador,0,7900,0,8120,0,0,0,0,0,0
2020,2,1,4,Contador,0,7900,0,8120,0,0,0,0,0,0
2022,2,1,4,Contador,0,7900,0,8120,0,0,0,0,0,0
2022,2,1,4,Contador,0,7900,0,8120,0,0,0,0,0,0
2021,2,1,4,Contador,0,7900,0,8120,0,0,0,0,0,0
2022,3,1,3,Contador,0,6130,0,6340,0,0,3550,0,0,0
2020,2,1,4,Contador,0,7900,0,8120,0,0,0,0,0,0
2022,3,1,3,Contador,0,6130,0,6340,0,0,3550,0,0,0
2022,3,1,3,Contador,0,6130,0,6340,0,0,3550,0,0,0
2022,2,1,4,Contador,0,7900,0,8120,0,0,0,0,0,0
2021,2,1,4,NA,0,0,7900,8120,0,0,0,0,0,0
2022,3,1,3,Contador,0,6130,0,6340,0,0,3550,0,0,0
2022,3,2,3,Contador,0,6130,0,6340,0,0,3550,0,0,0
2022,2,1,4,Contador,0,7900,0,8120,0,0,0,0,0,0
2022,2,1,4,NA,0,0,7900,8120,0,0,0,0,0,0
2021,2,1,4,NA,0,0,7900,8120,0,0,0,0,0,0
2020,2,1,4,Contador,0,7900,0,8120,0,0,0,0,0,0
2022,3,1,3,Contador,0,6130,0,6340,0,0,3550,0,0,0
2022,3,2,3,Contador,0,6130,0,6340,0,0,3550,0,0,0
2022,2,1,4,NA,0,0,0,8120,7900,0,0,0,0,0
2022,2,1,4,Contador,0,7900,0,8120,0,0,0,0,0,0
2021,2,1,4,Contador,0,7900,0,8120,0,0,0,0,0,0
2022,2,1,4,Contador,0,7900,0,8120,0,0,0,0,0,0
2022,2,1,4,Contador,0,7900,0,8120,0,0,0,0,0,0
2021,2,1,4,Contador,0,7900,0,8120,0,0,0,0,0,0
2020,2,1,4,Contador,0,7900,0,8120,0,0,0,0,0,0
2020,2,1,4,Contador,0,7900,0,8120,0,0,0,0,0,0
2022,3,1,3,Contador,0,6130,0,6340,0,0,3550,0,0,0
2022,2,1,4,Contador,0,7900,0,8120,0,0,0,0,0,0
2022,2,1,4,Contador,0,7900,0,8120,0,0,0,0,0,0
2020,2,1,4,Contador,0,7900,0,8120,0,0,0,0,0,0
2022,2,1,4,Contador,0,7900,0,8120,0,0,0,0,0,0
2022,2,1,4,Contador,0,7900,0,8120,0,0,0,0,0,0
2022,3,1,3,Contador,0,6130,0,6340,0,0,3550,0,0,0
2020,2,1,4,NA,0,0,7900,8120,0,0,0,0,0,0
2022,3,1,3,Contador,0,6130,0,6340,0,0,3550,0,0,0
2020,2,1,4,Contador,0,7900,0,8120,0,0,0,0,0,0
2022,2,1,4,Contador,0,7900,0,8120,0,0,0,0,0,0
2022,2,1,4,Contador,0,7900,0,8120,0,0,0,0,0,0
2022,2,1,4,Contador,0,7900,0,8120,0,0,0,0,0,0
2020,3,1,3,Contador,0,6130,0,6340,0,0,3550,0,0,0
2022,2,1,4,Contador,0,7900,0,8120,0,0,0,0,0,0
2020,1,1,5,Específico,0,0,0,0,0,0,0,0,0,0
2020,1,1,5,Específico,0,0,0,0,0,0,0,0,0,0
2022,1,1,5,Específico,0,0,0,0,0,0,0,0,0,0
2022,1,1,5,Específico,0,0,0,0,0,0,0,0,0,0
2020,1,1,5,Específico,0,0,0,0,0,0,0,0,0,0
2021,1,1,5,Específico,0,0,0,0,0,0,0,0,0,0
2022,3,1,6,NA,0,0,0,0,0,0,7920,4520,0,3550
2022,3,1,6,NA,0,0,0,0,0,0,7920,4520,0,3550
2022,3,1,5,Cajero,0,0,0,0,7900,4520,0,0,0,3550
2022,3,1,5,NA,0,0,0,0,7900,0,3550,4520,0,0
2022,3,1,5,NA,0,0,0,0,7900,0,3550,4520,0,0
2022,3,1,5,NA,0,0,0,0,7900,0,3550,4520,0,0
2022,3,1,5,Cajero,0,0,0,0,7900,4520,0,0,0,3550
2021,3,1,5,Cajero,0,0,0,0,7900,4520,0,0,0,3550
2022,3,1,5,Cajero,0,0,0,0,7900,4520,0,0,0,3550
2022,3,1,5,Cajero,0,0,0,0,7900,4520,0,0,0,3550
2022,3,2,5,Cajero,0,0,0,0,7900,4520,3550,0,0,0
2022,3,1,5,Cajero,0,0,0,0,7900,4520,0,0,0,3550
2022,3,1,5,Cajero,0,0,0,0,7900,4520,0,0,0,3550
2022,3,1,5,Cajero,0,0,0,0,7900,4520,0,0,0,3550
2022,3,1,5,Cajero,0,0,0,0,7900,4520,3550,0,0,0
2022,3,1,5,Cajero,0,0,0,0,7900,4520,0,0,0,3550
2022,3,1,5,Cajero,0,0,0,0,7900,4520,0,0,0,3550
2022,3,1,5,Cajero,0,0,0,0,7900,4520,3550,0,0,0
2022,3,1,5,Cajero,0,0,0,0,7900,4520,0,0,0,3550
2020,3,1,5,Cajero,0,0,0,0,7900,4520,0,0,0,3550
2022,2,2,4,Contador,0,15880,0,0,0,0,0,0,0,0
2021,2,1,4,Contador,0,6130,9750,0,0,0,0,0,0,0
2022,3,1,3,Contador,0,6130,6130,0,0,0,3550,0,0,0
2021,3,1,3,Contador,0,6130,6130,0,0,0,3550,0,0,0
2022,3,2,3,Contador,0,12260,0,0,0,0,3550,0,0,0
2020,3,1,3,Contador,0,6130,6130,0,0,0,3550,0,0,0
2022,3,2,3,Contador,0,12260,0,0,0,0,3550,0,0,0
2022,3,1,3,Contador,0,6130,6130,0,0,0,3550,0,0,0
2022,2,1,4,Contador,0,7900,0,0,7900,0,0,0,0,0
2021,2,1,4,Contador,0,7900,7900,0,0,0,0,0,0,0
2022,2,1,4,Contador,0,7900,7900,0,0,0,0,0,0,0
2021,2,1,4,Contador,0,7900,7900,0,0,0,0,0,0,0
2021,2,1,4,Contador,0,7900,7900,0,0,0,0,0,0,0
2022,2,2,4,Contador,0,15800,0,0,0,0,0,0,0,0
2020,2,2,4,NA,0,0,0,0,15800,0,0,0,0,0
2020,2,1,4,Contador,0,7900,7900,0,0,0,0,0,0,0
2022,2,1,4,Contador,0,7900,7900,0,0,0,0,0,0,0
2022,2,1,4,Contador,0,7900,7900,0,0,0,0,0,0,0
2022,2,1,4,Contador,0,7900,7900,0,0,0,0,0,0,0
2021,2,1,4,Contador,0,7900,7900,0,0,0,0,0,0,0
2020,2,1,4,Contador,0,7900,7900,0,0,0,0,0,0,0
2022,2,1,4,Contador,0,7900,7900,0,0,0,0,0,0,0
2022,2,1,4,Contador,0,7900,7900,0,0,0,0,0,0,0
2022,2,1,4,Contador,0,7900,7900,0,0,0,0,0,0,0
2020,2,1,4,Contador,0,7900,7900,0,0,0,0,0,0,0
2020,2,2,4,NA,0,0,0,0,15800,0,0,0,0,0
2022,2,1,4,Contador,0,7900,7900,0,0,0,0,0,0,0
2020,2,1,4,Contador,0,7900,7900,0,0,0,0,0,0,0
2020,2,1,4,Contador,0,7900,7900,0,0,0,0,0,0,0
2022,2,1,4,Contador,0,7900,7900,0,0,0,0,0,0,0
2022,2,2,4,NA,0,0,0,0,15800,0,0,0,0,0
2022,2,1,4,Contador,0,7900,7900,0,0,0,0,0,0,0
2020,2,1,4,Contador,0,7900,7900,0,0,0,0,0,0,0
2022,2,1,4,Contador,0,7900,7900,0,0,0,0,0,0,0
2020,2,2,4,NA,0,0,0,0,15800,0,0,0,0,0
2022,2,1,4,Contador,0,7900,0,0,7900,0,0,0,0,0
2022,2,2,4,NA,0,0,0,0,15800,0,0,0,0,0
2020,2,1,4,Contador,0,7900,7900,0,0,0,0,0,0,0
2021,2,2,4,NA,0,0,0,0,15800,0,0,0,0,0
2022,3,1,5,NA,0,0,0,0,0,2850,6450,0,0,6450
2022,4,2,5,NA,0,0,0,0,0,0,10000,5700,0,0
2022,4,1,5,NA,0,0,0,0,0,2850,6450,2850,0,3550
2022,4,1,5,NA,0,0,0,0,0,2850,6450,2850,0,3550
2022,4,1,5,NA,0,0,0,0,0,0,3550,2850,2850,6450
2022,4,1,5,NA,0,0,0,0,0,2850,6450,2850,0,3550
2022,4,1,5,NA,0,0,0,0,0,2850,6450,2850,0,3550
2022,4,1,5,NA,0,0,0,0,0,2850,6450,2850,0,3550
2022,4,1,5,NA,0,0,0,0,0,2850,6450,2850,0,3550
2022,4,1,5,NA,0,0,0,0,0,2850,6450,2850,0,3550
2022,4,1,5,NA,0,0,0,0,0,2850,6450,2850,0,3550
2022,4,1,5,NA,0,0,0,0,0,2850,6450,2850,0,3550
2022,4,1,5,NA,0,0,0,0,0,0,6450,2850,2850,3550
2021,4,1,5,NA,0,0,0,0,0,2850,6450,2850,0,3550
2022,4,1,5,NA,0,0,0,0,0,2850,6450,2850,0,3550
2022,4,1,5,NA,0,0,0,0,0,2850,6450,2850,0,3550
2022,4,1,5,NA,0,0,0,0,0,2850,6450,2850,0,3550
2022,4,1,5,NA,0,0,0,0,0,2850,6450,2850,0,3550
2022,4,1,5,NA,0,0,0,0,0,2850,6450,2850,0,3550
2022,4,1,5,NA,0,0,0,0,0,2850,6450,2850,0,3550
2022,4,1,5,NA,0,0,0,0,0,2850,6450,0,2850,3550
2022,4,1,5,NA,0,0,0,0,0,2850,6450,2850,0,3550
2022,4,1,5,NA,0,0,0,0,0,2850,6450,2850,0,3550
2022,4,1,5,NA,0,0,0,0,0,2850,6450,2850,0,3550
2022,4,1,5,NA,0,0,0,0,0,2850,6450,2850,0,3550
2021,4,1,5,NA,0,0,0,0,0,0,3550,2850,2850,6450
2022,4,1,5,NA,0,0,0,0,0,2850,6450,2850,0,3550
2021,4,1,5,NA,0,0,0,0,0,2850,6450,2850,0,3550
2022,4,2,5,NA,0,0,0,0,0,0,10000,5700,0,0
2022,4,1,5,NA,0,0,0,0,0,0,6450,2850,2850,3550
2022,4,1,5,NA,0,0,0,0,0,2850,6450,2850,0,3550
2021,4,1,5,NA,0,0,0,0,0,2850,6450,2850,0,3550
2022,4,1,5,NA,0,0,0,0,0,2850,6450,2850,0,3550
2022,4,1,5,NA,0,0,0,0,0,2850,6450,2850,0,3550
2022,4,2,5,NA,0,0,0,0,0,0,10000,5700,0,0
2022,4,1,5,NA,0,0,0,0,0,2850,6450,2850,0,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,2,5,Empresa,0,0,0,0,0,2850,7100,5700,0,0
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2021,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2021,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2021,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2021,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2020,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2021,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,2,5,Empresa,0,0,0,0,0,5700,7100,2850,0,0
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2021,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2021,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2021,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2021,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2021,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2021,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2021,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2021,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2021,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2021,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2020,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2021,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2021,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2020,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2020,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2020,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2021,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2020,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,5,1,5,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550
2022,3,1,4,NA,0,0,0,6340,0,0,6450,2850,0,0
2022,3,1,4,NA,0,0,0,6340,0,0,6450,2850,0,0
2022,3,1,4,NA,0,0,0,6340,0,0,6450,2850,0,0
2022,3,1,4,NA,0,0,0,6340,0,0,6450,2850,0,0
2022,3,2,4,NA,0,0,0,6340,0,0,6450,2850,0,0
2022,3,1,4,NA,0,0,0,6340,0,0,6450,2850,0,0
2022,3,1,4,NA,0,0,0,6340,0,0,6450,2850,0,0
2022,3,1,4,NA,0,0,0,6340,0,0,6450,2850,0,0
2022,3,1,4,NA,0,0,0,6340,0,0,6450,2850,0,0
2022,3,2,4,NA,0,0,0,6340,0,0,6450,2850,0,0
2022,3,1,5,NA,0,0,0,0,0,0,6450,2850,0,0
2022,4,1,4,NA,0,0,0,6340,0,0,3550,2850,2850,0
2022,4,1,4,NA,0,0,0,6340,0,2850,3550,2850,0,0
2022,4,1,4,NA,0,0,0,6340,0,0,3550,2850,2850,0
2022,4,1,4,NA,0,0,0,6340,0,0,3550,2850,2850,0
2022,4,2,4,NA,0,0,0,6340,0,2850,3550,2850,0,0
2022,4,1,4,NA,0,0,0,6340,0,0,3550,2850,2850,0
2021,4,1,4,NA,0,0,0,6340,0,2850,3550,2850,0,0
2022,4,1,4,NA,0,0,0,6340,0,2850,3550,2850,0,0
2022,4,2,4,NA,0,0,0,6340,0,0,3550,2850,2850,0
2020,4,1,4,NA,0,0,0,6340,0,0,3550,2850,2850,0
2022,4,1,4,NA,0,0,0,6340,0,2850,3550,2850,0,0
2022,4,1,4,NA,0,0,0,6340,0,2850,3550,2850,0,0
2022,4,1,4,NA,0,0,0,6340,0,2850,3550,2850,0,0
2022,4,1,4,NA,0,0,0,6340,0,0,3550,2850,2850,0
2022,4,1,4,NA,0,0,0,6340,0,2850,3550,2850,0,0
2022,4,1,4,NA,0,0,0,6340,0,2850,3550,2850,0,0
2022,4,1,4,NA,0,0,0,6340,0,2850,3550,2850,0,0
2022,4,1,4,NA,0,0,0,6340,0,2850,3550,2850,0,0
2022,4,2,4,NA,0,0,0,6340,0,0,3550,2850,2850,0
2022,4,1,4,NA,0,0,0,6340,0,0,3550,2850,2850,0
2022,4,1,4,NA,0,0,0,6340,0,2850,3550,2850,0,0
2022,4,1,4,NA,0,0,0,6340,0,2850,3550,2850,0,0
2021,4,1,4,NA,0,0,0,6340,0,0,3550,2850,2850,0
2022,4,1,4,NA,0,0,0,6340,0,2850,3550,2850,0,0
2022,4,1,4,NA,0,0,0,6340,0,2850,3550,2850,0,0
2022,4,1,4,NA,0,0,0,6340,0,2850,3550,2850,0,0
2022,4,1,4,NA,0,0,0,6340,0,2850,3550,2850,0,0
2022,4,1,4,NA,0,0,0,6340,0,2850,3550,2850,0,0
2022,4,1,4,NA,0,0,0,6340,0,0,3550,2850,2850,0
2022,4,1,4,NA,0,0,0,6340,0,2850,3550,2850,0,0
2022,4,1,4,NA,0,0,0,6340,0,0,3550,2850,2850,0
2022,4,1,4,NA,0,0,0,6340,0,0,3550,2850,2850,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,0,6450,4520,4520,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2020,3,2,6,NA,0,0,0,0,0,0,6450,9040,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,0,6450,4520,4520,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,5,Cajero,0,0,0,0,4520,4520,0,0,0,6450
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2021,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2020,3,1,6,NA,0,0,0,0,0,4520,0,0,4520,6450
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2021,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2020,3,1,6,NA,0,0,0,0,0,0,6450,4520,4520,0
2021,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2020,3,1,5,NA,0,0,0,0,4520,0,6450,4520,0,0
2021,3,1,6,NA,0,0,0,0,0,4520,0,0,4520,6450
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,0,0,4520,6450
2020,3,1,6,NA,0,0,0,0,0,4520,0,0,4520,6450
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2021,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2021,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,0,0,4520,6450
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2021,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2020,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2021,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2021,3,1,5,Cajero,0,0,0,0,4520,4520,6450,0,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,6450,4520,0,0
2022,3,1,6,NA,0,0,0,0,0,4520,0,0,4520,6450
